  0.000000000000000E+000  6.438530856157316E-006
   3.18661824508122       6.023141768663296E-006
   6.16079527382368       5.607752681169276E-006
   8.92253108622740       5.192363593675256E-006
   11.4718256822924       4.776974506181235E-006
   13.8086790620186       4.361585418687215E-006
   15.9330912254061       3.946196331193195E-006
   17.8450621724548       3.530807243699174E-006
   19.5445919031648       3.115418156205152E-006
   21.0316804175360       2.700029068711132E-006
   22.3063277155685       2.284639981217112E-006
   23.3685337972623       1.869250893723091E-006
   24.2182986626172       1.453861806229071E-006
   24.8556223116335       1.038472718735051E-006
   25.2805047443110       6.230836312410305E-007
   25.4929459606497       2.076945437470102E-007
   25.4929459606497      -2.076945437470102E-007
   25.2805047443110      -6.230836312410305E-007
   24.8556223116335      -1.038472718735051E-006
   24.2182986626172      -1.453861806229071E-006
   23.3685337972622      -1.869250893723092E-006
   22.3063277155685      -2.284639981217113E-006
   21.0316804175360      -2.700029068711133E-006
   19.5445919031648      -3.115418156205153E-006
   17.8450621724548      -3.530807243699173E-006
   15.9330912254061      -3.946196331193194E-006
   13.8086790620186      -4.361585418687215E-006
   11.4718256822924      -4.776974506181235E-006
   8.92253108622740      -5.192363593675256E-006
   6.16079527382368      -5.607752681169276E-006
   3.18661824508122      -6.023141768663296E-006
  0.000000000000000E+000 -6.438530856157316E-006
